,cg1,cg2,cg3,cg4,cg5,cl1,cl2,cl3,cw1,cw2,cw3,sg2,sg3,sg4,sg5,sg6,sl1,sl2,sl3,sw1,sw2,sw3
WBGene00077725,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
WBGene00077726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077728,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,1,4,2,44
WBGene00077732,466,328,251,202,230,895,1559,317,817,778,237,0,1664,53,211,88,6637,154,6428,2754,22293,766
WBGene00077750,12,10,9,10,7,22,34,5,33,15,14,0,6,0,0,0,40,0,119,0,85,0
WBGene00077751,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,62,0,0,0,4,0
WBGene00077752,25,19,10,22,11,11,14,13,32,21,26,0,24,0,0,0,9,10,0,0,5,0
WBGene00077753,0,0,2,1,1,0,0,4,0,0,6,0,0,0,5,4,9,53,25,0,41,0
WBGene00077754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
WBGene00077755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077756,1,0,0,3,1,2,0,4,1,3,0,0,0,0,0,11,3,100,0,0,0,0
WBGene00077757,352,394,242,27,69,257,244,543,192,248,316,0,240,675,494,297,438,96,88,497,273,0
